customer_id,recency_days,frequency,monetary_value,recency_score,frequency_score,monetary_score,customer_segment
717,218,5,42943.09,2,3,1,At Risk
1191,163,8,42909.46,2,1,1,Lost Customers
1124,325,6,42782.56,4,2,1,Potential Loyalists
999,260,6,42752.45,3,2,1,Potential Loyalists
1296,250,6,42647.22,3,2,1,Potential Loyalists
29,281,14,42639.62,3,1,1,Potential Loyalists
1243,290,7,42605.46,3,2,1,Potential Loyalists
579,285,6,42561.81,3,2,1,Potential Loyalists
1113,333,8,42511.43,4,1,1,Potential Loyalists
878,83,7,42492.69,1,1,1,Lost Customers
944,239,8,42443.23,3,1,1,Potential Loyalists
907,208,7,42401.62,2,2,1,Lost Customers
1220,365,6,42346.75,4,2,1,Potential Loyalists
912,354,6,42314.11,4,2,1,Potential Loyalists
1201,47,7,42296.03,1,1,1,Lost Customers
1061,136,7,42291.98,2,2,1,Lost Customers
769,243,5,42193.86,3,3,1,Potential Loyalists
763,373,6,42012.81,5,2,1,Potential Loyalists
787,80,6,42008.74,1,2,1,Lost Customers
1276,372,6,41997.64,5,2,1,Potential Loyalists
971,194,6,41947.63,2,2,1,Lost Customers
1263,231,8,41925.59,3,1,1,Potential Loyalists
178,370,15,41889.93,5,1,1,Potential Loyalists
1044,105,7,41868.63,1,1,1,Lost Customers
962,214,6,41864.6,2,2,1,Lost Customers
1183,353,7,41850.34,4,2,1,Potential Loyalists
202,245,13,41846.67,3,1,1,Potential Loyalists
436,172,6,41805.41,2,2,1,Lost Customers
508,193,8,41789.95,2,1,1,Lost Customers
465,383,6,41735.33,5,2,1,Potential Loyalists
1144,201,7,41674.59,2,2,1,Lost Customers
572,110,6,41649.74,1,2,1,Lost Customers
687,182,5,41636.0,2,3,1,At Risk
2128,512,3,41598.85,5,4,1,Potential Loyalists
732,258,5,41587.51,3,3,1,Potential Loyalists
1115,108,7,41522.83,1,2,1,Lost Customers
1137,215,6,41507.99,2,2,1,Lost Customers
583,107,6,41505.9,1,2,1,Lost Customers
495,3,7,41477.72,1,1,1,Lost Customers
988,351,7,41449.85,4,2,1,Potential Loyalists
735,123,6,41446.85,1,2,1,Lost Customers
1290,269,8,41419.95,3,1,1,Potential Loyalists
1053,324,7,41416.04,4,2,1,Potential Loyalists
766,160,5,41399.03,2,2,1,Lost Customers
35,197,13,41272.47,2,1,1,Lost Customers
1078,117,7,41263.86,1,2,1,Lost Customers
758,130,6,41237.59,1,2,1,Lost Customers
867,274,6,41146.35,3,2,1,Potential Loyalists
1073,95,6,41069.71,1,2,1,Lost Customers
1331,177,8,41062.04,2,1,1,Lost Customers
1389,115,6,40979.73,1,2,2,Lost Customers
1165,182,8,40954.87,2,1,2,Lost Customers
58,20,12,40927.23,1,1,2,Lost Customers
1142,276,6,40787.82,3,2,2,Potential Loyalists
518,258,5,40783.34,3,3,2,Potential Loyalists
1163,186,6,40773.19,2,2,2,Lost Customers
1362,208,8,40632.03,2,1,2,Lost Customers
1395,39,8,40630.63,1,1,2,Lost Customers
1058,121,6,40623.62,1,2,2,Lost Customers
1030,338,5,40504.55,4,3,2,Potential Loyalists
1193,183,7,40476.06,2,2,2,Lost Customers
1314,240,6,40466.1,3,2,2,Potential Loyalists
657,372,7,40409.88,5,2,2,Potential Loyalists
865,190,6,40368.65,2,2,2,Lost Customers
1372,384,6,40323.9,5,2,2,Potential Loyalists
669,90,7,40303.6,1,1,2,Lost Customers
1922,372,4,40285.24,5,3,2,Potential Loyalists
603,251,8,40248.99,3,1,2,Potential Loyalists
623,209,5,40040.27,2,3,2,At Risk
1117,250,8,40006.08,3,1,2,Potential Loyalists
2537,133,3,39985.3,1,3,2,At Risk
731,73,6,39870.71,1,2,2,Lost Customers
983,308,6,39828.24,4,2,2,Potential Loyalists
1167,421,7,39781.16,5,2,2,Potential Loyalists
463,408,7,39757.1,5,2,2,Potential Loyalists
1101,391,6,39648.59,5,2,2,Potential Loyalists
598,194,6,39629.26,2,2,2,Lost Customers
534,231,6,39549.44,3,2,2,Potential Loyalists
1197,107,6,39468.21,1,2,2,Lost Customers
1518,36,3,39436.8,1,3,2,At Risk
1337,33,7,39432.16,1,1,2,Lost Customers
933,268,8,39407.93,3,1,2,Potential Loyalists
496,370,8,39404.6,5,1,2,Potential Loyalists
604,244,9,39339.68,3,1,2,Potential Loyalists
1023,279,6,39337.25,3,2,2,Potential Loyalists
569,55,8,39325.51,1,1,2,Lost Customers
514,67,8,39318.36,1,1,2,Lost Customers
801,18,8,39285.59,1,1,2,Lost Customers
645,338,7,39262.99,4,2,2,Potential Loyalists
884,53,7,39258.36,1,1,2,Lost Customers
1195,104,6,39204.24,1,2,2,Lost Customers
844,379,6,39204.14,5,2,2,Potential Loyalists
564,106,6,39164.05,1,2,2,Lost Customers
816,286,8,39137.33,3,1,2,Potential Loyalists
776,387,7,39131.3,5,2,2,Potential Loyalists
1070,155,8,39013.33,2,1,2,Lost Customers
1733,453,3,38999.78,5,4,2,Potential Loyalists
547,203,6,38953.85,2,2,2,Lost Customers
1188,325,8,38900.31,4,1,2,Potential Loyalists
1132,214,5,38884.57,2,3,2,At Risk
841,165,6,38878.4,2,2,2,Lost Customers
2365,382,3,38808.3,5,4,2,Potential Loyalists
1056,320,7,38791.02,4,2,2,Potential Loyalists
864,64,7,38703.86,1,1,2,Lost Customers
1060,337,6,38691.27,4,2,2,Potential Loyalists
576,381,7,38646.18,5,2,2,Potential Loyalists
1282,383,8,38634.96,5,1,2,Potential Loyalists
498,335,8,38514.95,4,1,2,Potential Loyalists
1348,339,6,38462.91,4,2,2,Potential Loyalists
753,131,7,38450.57,1,2,2,Lost Customers
1098,322,6,38430.29,4,2,2,Potential Loyalists
700,270,8,38410.46,3,1,2,Potential Loyalists
985,140,8,38358.52,2,1,2,Lost Customers
1998,407,4,38357.8,5,3,2,Potential Loyalists
464,78,7,38259.2,1,1,2,Lost Customers
1087,394,5,38175.63,5,3,2,Potential Loyalists
986,318,7,38141.47,4,2,2,Potential Loyalists
1116,127,7,38126.8,1,2,2,Lost Customers
1393,252,5,38101.63,3,3,2,Potential Loyalists
950,105,6,38071.13,1,2,2,Lost Customers
1338,438,5,38041.85,5,3,2,Potential Loyalists
760,332,7,38039.84,4,2,2,Potential Loyalists
789,56,7,37953.45,1,1,2,Lost Customers
431,350,5,37946.4,4,3,2,Potential Loyalists
497,202,5,37935.22,2,3,2,At Risk
449,383,6,37933.34,5,2,2,Potential Loyalists
1219,152,7,37835.21,2,2,2,Lost Customers
1106,42,7,37801.03,1,1,2,Lost Customers
806,61,8,37776.36,1,1,2,Lost Customers
967,249,8,37762.84,3,1,2,Potential Loyalists
559,369,7,37733.68,5,2,2,Potential Loyalists
1199,206,6,37715.43,2,2,2,Lost Customers
1216,111,5,37709.36,1,2,2,Lost Customers
1076,67,5,37692.37,1,2,2,Lost Customers
770,215,7,37691.13,2,2,2,Lost Customers
703,136,7,37580.06,2,2,2,Lost Customers
1235,350,7,37554.24,4,2,2,Potential Loyalists
1158,370,7,37327.57,5,2,2,Potential Loyalists
1149,90,7,37174.3,1,1,2,Lost Customers
442,105,7,37144.43,1,1,2,Lost Customers
1186,361,7,37115.54,4,2,2,Potential Loyalists
930,323,8,37071.15,4,1,2,Potential Loyalists
591,312,6,37054.3,4,2,2,Potential Loyalists
823,313,7,36954.88,4,2,2,Potential Loyalists
1229,362,9,36916.01,4,1,2,Potential Loyalists
637,343,7,36854.98,4,2,2,Potential Loyalists
737,235,4,36823.57,3,3,2,Potential Loyalists
1055,306,6,36818.18,4,2,2,Potential Loyalists
459,303,5,36764.36,4,3,2,Potential Loyalists
525,102,7,36684.28,1,1,2,Lost Customers
555,291,6,36666.94,3,2,2,Potential Loyalists
425,25,5,36664.21,1,2,2,Lost Customers
1085,287,8,36619.44,3,1,2,Potential Loyalists
925,190,7,36538.44,2,2,2,Lost Customers
565,363,7,36493.04,4,2,2,Potential Loyalists
1311,167,9,36457.7,2,1,2,Lost Customers
849,307,6,36456.49,4,2,2,Potential Loyalists
982,269,6,36439.92,3,2,2,Potential Loyalists
1285,334,6,36410.24,4,2,2,Potential Loyalists
1162,149,5,36389.87,2,2,2,Lost Customers
458,232,7,36352.45,3,2,2,Potential Loyalists
833,365,5,36350.37,4,3,2,Potential Loyalists
821,153,6,36332.64,2,2,2,Lost Customers
223,55,12,36306.91,1,1,2,Lost Customers
984,364,5,36301.24,4,3,2,Potential Loyalists
1771,151,3,36281.22,2,3,2,At Risk
764,372,6,36268.84,5,2,2,Potential Loyalists
1015,337,6,36244.48,4,2,2,Potential Loyalists
539,268,9,36201.54,3,1,2,Potential Loyalists
990,182,7,36133.81,2,2,2,Lost Customers
1135,361,9,35884.63,4,1,2,Potential Loyalists
1020,326,6,35812.7,4,2,2,Potential Loyalists
1528,167,4,35768.25,2,3,2,At Risk
659,322,7,35759.26,4,2,2,Potential Loyalists
529,164,8,35742.78,2,1,2,Lost Customers
863,216,7,35646.1,2,2,2,Lost Customers
1125,45,6,35642.54,1,2,2,Lost Customers
1170,274,8,35619.66,3,1,2,Potential Loyalists
1265,362,6,35613.43,4,2,2,Potential Loyalists
636,327,6,35605.56,4,2,2,Potential Loyalists
600,294,7,35581.8,3,2,2,Potential Loyalists
1280,438,5,35541.21,5,3,2,Potential Loyalists
783,393,8,35470.1,5,1,2,Potential Loyalists
1153,49,7,35463.98,1,1,2,Lost Customers
424,351,6,35450.51,4,2,2,Potential Loyalists
1245,78,8,35446.45,1,1,2,Lost Customers
1397,386,6,35367.73,5,2,2,Potential Loyalists
901,149,7,35364.43,2,2,2,Lost Customers
1432,333,4,35243.6,4,3,2,Potential Loyalists
880,253,5,35242.09,3,3,2,Potential Loyalists
658,44,7,35240.62,1,1,2,Lost Customers
488,101,6,35237.69,1,2,2,Lost Customers
1281,271,7,35206.64,3,2,2,Potential Loyalists
973,359,6,35200.26,4,2,2,Potential Loyalists
772,188,7,35198.86,2,2,2,Lost Customers
707,78,6,35148.58,1,2,2,Lost Customers
1335,257,7,35020.39,3,2,2,Potential Loyalists
1104,243,7,34966.98,3,2,2,Potential Loyalists
1838,30,4,34946.0,1,3,2,At Risk
1583,347,4,34886.39,4,3,2,Potential Loyalists
906,282,7,34885.0,3,2,2,Potential Loyalists
1846,351,4,34858.46,4,3,2,Potential Loyalists
648,389,6,34836.34,5,2,2,Potential Loyalists
1126,93,6,34721.84,1,2,2,Lost Customers
681,162,8,34681.84,2,1,2,Lost Customers
815,265,6,34663.59,3,2,2,Potential Loyalists
1017,296,5,34648.43,3,3,2,Potential Loyalists
1159,297,5,34630.69,3,3,2,Potential Loyalists
935,318,7,34601.59,4,2,2,Potential Loyalists
2073,271,3,34560.17,3,3,2,Potential Loyalists
710,207,8,34554.78,2,1,2,Lost Customers
754,57,4,34531.03,1,3,2,At Risk
817,255,6,34523.97,3,2,2,Potential Loyalists
609,317,6,34469.96,4,2,2,Potential Loyalists
1059,94,5,34432.6,1,2,2,Lost Customers
1092,144,6,34386.54,2,2,2,Lost Customers
1306,243,6,34385.24,3,2,2,Potential Loyalists
1375,148,7,34381.45,2,2,2,Lost Customers
1109,327,7,34376.8,4,2,2,Potential Loyalists
923,100,7,34376.25,1,1,2,Lost Customers
421,159,6,34361.72,2,2,2,Lost Customers
235,27,13,34342.51,1,1,2,Lost Customers
606,239,8,34326.43,3,1,2,Potential Loyalists
1289,187,8,34113.4,2,1,2,Lost Customers
705,411,6,34015.52,5,2,2,Potential Loyalists
1192,216,6,33997.84,2,2,2,Lost Customers
1370,395,6,33791.74,5,2,2,Potential Loyalists
1299,285,7,33760.95,3,2,2,Potential Loyalists
1350,245,7,33759.26,3,2,2,Potential Loyalists
430,20,6,33678.61,1,2,2,Lost Customers
1208,268,4,33666.2,3,3,2,Potential Loyalists
588,148,7,33611.43,2,2,2,Lost Customers
474,277,8,33511.87,3,1,2,Potential Loyalists
472,291,6,33492.92,3,2,2,Potential Loyalists
1336,127,7,33435.97,1,2,2,Lost Customers
614,93,6,33424.46,1,2,2,Lost Customers
1257,113,6,33354.19,1,2,2,Lost Customers
622,328,6,33182.44,4,2,2,Potential Loyalists
1267,51,6,33172.29,1,2,2,Lost Customers
1367,115,7,33170.99,1,2,2,Lost Customers
1366,326,6,33169.14,4,2,2,Potential Loyalists
961,152,7,33154.63,2,2,2,Lost Customers
2,316,10,33095.08,4,1,2,Potential Loyalists
730,138,6,33013.82,2,2,2,Lost Customers
1103,333,7,33012.82,4,2,2,Potential Loyalists
422,292,8,33004.36,3,1,2,Potential Loyalists
1007,149,5,32988.58,2,2,2,Lost Customers
1313,353,6,32971.81,4,2,2,Potential Loyalists
1369,151,6,32969.5,2,2,2,Lost Customers
1293,294,5,32931.32,3,3,2,Potential Loyalists
1913,348,3,32906.65,4,3,2,Potential Loyalists
807,130,6,32904.05,1,2,2,Lost Customers
940,206,6,32873.49,2,2,2,Lost Customers
1043,118,7,32863.65,1,2,2,Lost Customers
2401,152,3,32850.91,2,3,2,At Risk
2124,261,2,32840.42,3,4,2,Potential Loyalists
870,413,5,32838.6,5,3,2,Potential Loyalists
1604,388,2,32817.15,5,4,2,Potential Loyalists
1128,53,6,32786.88,1,2,2,Lost Customers
803,86,5,32684.45,1,2,2,Lost Customers
1140,80,7,32664.08,1,1,2,Lost Customers
582,359,6,32659.64,4,2,2,Potential Loyalists
729,16,6,32620.98,1,2,2,Lost Customers
2609,69,2,32522.38,1,4,2,At Risk
903,282,6,32510.61,3,2,2,Potential Loyalists
1761,438,3,32509.55,5,4,2,Potential Loyalists
698,42,7,32462.11,1,1,2,Lost Customers
1049,173,7,32430.63,2,2,2,Lost Customers
1382,404,4,32420.68,5,3,2,Potential Loyalists
1147,362,6,32408.38,4,2,2,Potential Loyalists
955,275,6,32381.62,3,2,2,Potential Loyalists
533,213,7,32297.04,2,2,2,Lost Customers
611,421,6,32280.86,5,2,2,Potential Loyalists
684,123,6,32273.31,1,2,2,Lost Customers
832,322,7,32273.29,4,2,2,Potential Loyalists
515,345,8,32267.43,4,1,2,Potential Loyalists
1326,121,5,32260.45,1,2,2,Lost Customers
939,100,7,32146.21,1,1,2,Lost Customers
1738,145,3,32145.78,2,3,2,At Risk
1198,216,5,32105.67,2,3,2,At Risk
1991,414,4,32041.63,5,3,2,Potential Loyalists
701,347,7,32012.26,4,2,2,Potential Loyalists
794,254,6,31965.12,3,2,2,Potential Loyalists
728,199,7,31947.58,2,2,2,Lost Customers
840,49,7,31922.15,1,1,2,Lost Customers
524,161,5,31921.93,2,2,2,Lost Customers
1288,198,6,31902.21,2,2,2,Lost Customers
797,338,5,31882.04,4,3,2,Potential Loyalists
1278,332,6,31850.51,4,2,2,Potential Loyalists
773,102,6,31826.31,1,2,2,Lost Customers
1275,299,7,31805.7,3,2,2,Potential Loyalists
426,161,5,31747.31,2,2,2,Lost Customers
660,172,8,31734.31,2,1,2,Lost Customers
640,376,6,31726.23,5,2,2,Potential Loyalists
881,131,6,31724.09,1,2,2,Lost Customers
929,257,5,31715.26,3,3,2,Potential Loyalists
1368,50,7,31707.16,1,1,2,Lost Customers
706,235,6,31600.22,3,2,2,Potential Loyalists
1014,301,8,31592.95,3,1,2,Potential Loyalists
1021,123,7,31532.42,1,2,2,Lost Customers
795,122,7,31508.41,1,2,2,Lost Customers
915,299,7,31489.95,3,2,2,Potential Loyalists
1657,287,2,31460.3,3,4,2,Potential Loyalists
825,191,6,31444.63,2,2,2,Lost Customers
554,159,6,31331.62,2,2,2,Lost Customers
1066,277,7,31287.35,3,2,2,Potential Loyalists
932,252,6,31284.73,3,2,2,Potential Loyalists
1077,238,6,31267.64,3,2,2,Potential Loyalists
1099,396,6,31221.58,5,2,2,Potential Loyalists
461,220,7,31203.71,2,2,2,Lost Customers
708,255,6,31187.79,3,2,2,Potential Loyalists
652,363,4,31147.6,4,3,2,Potential Loyalists
1334,381,8,31144.68,5,1,2,Potential Loyalists
580,243,6,31137.32,3,2,2,Potential Loyalists
1224,133,6,31126.63,1,2,2,Lost Customers
1744,342,2,31083.92,4,4,2,Potential Loyalists
440,314,5,31044.09,4,3,2,Potential Loyalists
2126,130,3,31015.85,1,3,2,At Risk
704,312,6,31014.77,4,2,2,Potential Loyalists
2370,127,4,30986.64,1,3,2,At Risk
552,226,8,30971.07,3,1,2,Potential Loyalists
1232,365,7,30968.84,4,2,2,Potential Loyalists
1123,169,7,30870.49,2,2,2,Lost Customers
693,29,6,30858.82,1,2,2,Lost Customers
1705,75,3,30830.47,1,3,2,At Risk
688,110,6,30826.81,1,2,2,Lost Customers
1316,165,7,30819.41,2,2,2,Lost Customers
1029,349,5,30800.98,4,3,2,Potential Loyalists
1387,307,5,30763.72,4,3,2,Potential Loyalists
709,326,6,30705.4,4,2,2,Potential Loyalists
655,120,6,30696.26,1,2,2,Lost Customers
1054,214,6,30624.11,2,2,2,Lost Customers
814,365,5,30620.53,4,3,2,Potential Loyalists
1315,281,7,30618.83,3,2,2,Potential Loyalists
439,257,6,30613.71,3,2,2,Potential Loyalists
819,272,6,30568.38,3,2,2,Potential Loyalists
805,305,7,30567.1,4,2,2,Potential Loyalists
1196,64,7,30541.86,1,1,2,Lost Customers
538,73,8,30516.1,1,1,2,Lost Customers
779,299,8,30486.17,3,1,2,Potential Loyalists
786,83,7,30392.16,1,1,2,Lost Customers
997,85,7,30354.31,1,1,2,Lost Customers
952,21,6,30343.61,1,2,2,Lost Customers
838,193,8,30326.97,2,1,2,Lost Customers
761,243,7,30312.66,3,2,2,Potential Loyalists
1373,367,6,30311.08,5,2,2,Potential Loyalists
672,130,5,30305.89,1,2,2,Lost Customers
1047,328,7,30301.54,4,2,2,Potential Loyalists
686,310,5,30267.89,4,3,2,Potential Loyalists
1062,66,4,30264.41,1,3,2,At Risk
977,205,6,30213.84,2,2,2,Lost Customers
1107,222,8,30144.68,2,1,2,Lost Customers
1046,30,6,30140.07,1,2,2,Lost Customers
883,77,7,30130.53,1,1,2,Lost Customers
960,350,3,30081.24,4,3,2,Potential Loyalists
1250,422,6,30049.14,5,2,2,Potential Loyalists
1100,378,6,30042.6,5,2,2,Potential Loyalists
1915,126,4,29954.3,1,3,2,At Risk
654,38,6,29933.09,1,2,2,Lost Customers
675,205,9,29924.38,2,1,2,Lost Customers
2322,242,3,29886.29,3,3,2,Potential Loyalists
2546,212,3,29852.14,2,3,2,At Risk
528,246,7,29825.21,3,2,2,Potential Loyalists
1396,164,5,29799.69,2,2,2,Lost Customers
744,372,7,29716.05,5,2,2,Potential Loyalists
1473,273,3,29709.69,3,3,2,Potential Loyalists
855,170,5,29664.99,2,2,2,Lost Customers
897,27,5,29655.88,1,2,2,Lost Customers
1000,53,6,29614.63,1,2,2,Lost Customers
1028,159,7,29611.13,2,2,2,Lost Customers
942,318,5,29609.35,4,3,2,Potential Loyalists
818,365,8,29590.71,4,1,2,Potential Loyalists
1302,282,7,29563.35,3,2,2,Potential Loyalists
812,145,7,29542.02,2,2,2,Lost Customers
592,90,5,29521.81,1,2,2,Lost Customers
2364,223,2,29464.4,3,4,2,Potential Loyalists
736,55,6,29446.15,1,2,2,Lost Customers
958,312,8,29409.46,4,1,2,Potential Loyalists
738,200,7,29408.62,2,2,2,Lost Customers
566,175,7,29382.45,2,2,2,Lost Customers
1992,521,3,29369.96,5,4,2,Potential Loyalists
784,302,8,29357.58,4,1,2,Potential Loyalists
521,107,8,29352.63,1,1,2,Lost Customers
685,335,6,29342.75,4,2,2,Potential Loyalists
1213,99,7,29280.84,1,1,2,Lost Customers
466,146,6,29232.2,2,2,2,Lost Customers
1048,139,7,29218.89,2,2,2,Lost Customers
1036,104,6,29150.33,1,2,2,Lost Customers
548,351,7,29062.76,4,2,2,Potential Loyalists
996,186,6,29036.49,2,2,2,Lost Customers
1321,313,6,29011.41,4,2,2,Potential Loyalists
697,384,5,28991.09,5,3,2,Potential Loyalists
1965,378,3,28926.44,5,4,2,Potential Loyalists
1105,315,6,28922.09,4,2,2,Potential Loyalists
535,298,7,28915.35,3,2,2,Potential Loyalists
893,218,6,28893.44,2,2,2,Lost Customers
695,90,6,28881.92,1,2,2,Lost Customers
513,252,7,28837.66,3,2,2,Potential Loyalists
1547,160,3,28768.85,2,3,2,At Risk
1166,98,4,28735.93,1,3,2,At Risk
1040,307,6,28701.49,4,2,2,Potential Loyalists
774,368,5,28691.66,5,3,2,Potential Loyalists
1955,227,4,28688.02,3,3,2,Potential Loyalists
642,103,7,28647.78,1,1,2,Lost Customers
1477,326,3,28641.83,4,3,2,Potential Loyalists
1262,119,7,28639.01,1,2,2,Lost Customers
1230,51,7,28554.17,1,1,2,Lost Customers
2056,16,3,28554.12,1,3,2,At Risk
656,362,6,28537.85,4,2,2,Potential Loyalists
1008,279,6,28524.92,3,2,2,Potential Loyalists
473,185,6,28495.81,2,2,2,Lost Customers
2229,196,4,28493.33,2,3,2,At Risk
1218,157,7,28455.95,2,2,2,Lost Customers
802,124,5,28447.16,1,2,2,Lost Customers
928,81,6,28446.38,1,2,2,Lost Customers
1156,252,6,28445.15,3,2,2,Potential Loyalists
1157,320,5,28442.94,4,3,2,Potential Loyalists
567,384,8,28442.45,5,1,2,Potential Loyalists
1343,108,7,28430.16,1,2,2,Lost Customers
450,75,4,28377.1,1,3,2,At Risk
1026,95,6,28316.79,1,2,2,Lost Customers
1260,401,7,28312.12,5,2,2,Potential Loyalists
510,250,6,28285.33,3,2,2,Potential Loyalists
1108,155,6,28263.68,2,2,2,Lost Customers
605,49,6,28234.19,1,2,2,Lost Customers
713,301,6,28202.46,3,2,2,Potential Loyalists
964,28,7,28160.66,1,1,2,Lost Customers
1678,136,3,28158.66,2,3,2,At Risk
992,250,6,28118.13,3,2,2,Potential Loyalists
432,249,6,28105.2,3,2,2,Potential Loyalists
965,85,6,28082.96,1,2,2,Lost Customers
1356,293,8,28059.72,3,1,2,Potential Loyalists
1171,114,6,28002.91,1,2,2,Lost Customers
1237,358,6,27948.57,4,2,2,Potential Loyalists
934,356,6,27915.31,4,2,2,Potential Loyalists
966,371,7,27827.49,5,2,2,Potential Loyalists
1095,79,7,27809.07,1,1,2,Lost Customers
1004,247,4,27807.83,3,3,2,Potential Loyalists
1090,230,7,27799.26,3,2,2,Potential Loyalists
847,105,7,27765.56,1,1,2,Lost Customers
556,308,6,27748.05,4,2,2,Potential Loyalists
676,293,7,27727.92,3,2,2,Potential Loyalists
828,290,5,27726.95,3,3,2,Potential Loyalists
2506,304,3,27701.89,4,3,2,Potential Loyalists
1319,37,6,27685.2,1,2,2,Lost Customers
434,246,7,27635.59,3,2,2,Potential Loyalists
677,21,6,27602.64,1,2,2,Lost Customers
2281,351,3,27569.79,4,3,2,Potential Loyalists
1016,27,6,27538.59,1,2,2,Lost Customers
1169,223,6,27511.42,2,2,2,Lost Customers
1365,240,6,27511.25,3,2,2,Potential Loyalists
1024,42,7,27463.96,1,1,2,Lost Customers
1168,277,5,27445.33,3,3,2,Potential Loyalists
486,79,7,27399.42,1,1,2,Lost Customers
1134,283,7,27388.49,3,2,2,Potential Loyalists
625,356,6,27388.03,4,2,2,Potential Loyalists
2267,147,3,27363.74,2,3,2,At Risk
765,217,6,27355.25,2,2,2,Lost Customers
590,181,6,27330.62,2,2,2,Lost Customers
790,183,6,27314.97,2,2,2,Lost Customers
1050,276,7,27313.67,3,2,2,Potential Loyalists
1012,183,4,27305.65,2,3,2,At Risk
937,98,6,27302.12,1,2,2,Lost Customers
1606,297,3,27245.32,3,3,2,Potential Loyalists
1067,64,6,27222.83,1,2,2,Lost Customers
1006,122,6,27213.78,1,2,2,Lost Customers
517,267,7,27212.95,3,2,2,Potential Loyalists
1926,488,2,27170.99,5,5,2,Potential Loyalists
1270,361,7,27161.84,4,2,2,Potential Loyalists
1295,357,7,27154.87,4,2,2,Potential Loyalists
2744,255,1,27128.17,3,5,2,Potential Loyalists
433,302,6,27081.33,4,2,2,Potential Loyalists
1332,37,5,27041.12,1,2,2,Lost Customers
1121,25,6,27017.03,1,2,2,Lost Customers
1363,307,4,26992.59,4,3,2,Potential Loyalists
1177,139,6,26989.16,2,2,2,Lost Customers
1964,110,3,26975.35,1,3,2,At Risk
768,243,6,26961.87,3,2,2,Potential Loyalists
829,301,6,26935.89,3,2,2,Potential Loyalists
607,369,7,26920.78,5,2,2,Potential Loyalists
745,353,7,26918.86,4,2,2,Potential Loyalists
2194,154,3,26907.71,2,3,2,At Risk
634,295,6,26893.75,3,2,2,Potential Loyalists
451,403,5,26884.01,5,3,2,Potential Loyalists
2346,285,4,26809.98,3,3,2,Potential Loyalists
888,32,6,26807.57,1,2,2,Lost Customers
667,227,6,26795.21,3,2,2,Potential Loyalists
1120,175,7,26792.17,2,2,2,Lost Customers
479,277,7,26791.99,3,2,2,Potential Loyalists
531,268,5,26739.57,3,3,2,Potential Loyalists
428,112,6,26730.76,1,2,2,Lost Customers
820,211,6,26676.87,2,2,2,Lost Customers
3143,342,1,26650.49,4,5,2,Potential Loyalists
1524,293,3,26630.29,3,3,2,Potential Loyalists
2095,437,3,26578.57,5,4,2,Potential Loyalists
1266,218,5,26558.3,2,3,2,At Risk
771,77,6,26553.72,1,2,2,Lost Customers
2050,355,3,26525.46,4,3,2,Potential Loyalists
1064,346,6,26507.25,4,2,2,Potential Loyalists
599,57,4,26504.97,1,3,2,At Risk
1958,241,3,26485.94,3,3,2,Potential Loyalists
1122,336,6,26466.26,4,2,2,Potential Loyalists
1970,298,3,26446.85,3,3,2,Potential Loyalists
936,308,6,26421.11,4,2,2,Potential Loyalists
490,158,7,26407.36,2,2,2,Lost Customers
1035,114,7,26393.75,1,2,2,Lost Customers
596,214,6,26388.34,2,2,2,Lost Customers
1640,98,3,26381.29,1,3,2,At Risk
1622,334,2,26364.34,4,4,2,Potential Loyalists
1379,384,7,26356.57,5,2,2,Potential Loyalists
1401,402,4,26334.35,5,3,2,Potential Loyalists
1187,235,5,26296.74,3,3,2,Potential Loyalists
1042,299,5,26257.76,3,3,2,Potential Loyalists
716,384,7,26251.65,5,2,2,Potential Loyalists
848,365,7,26204.48,4,2,2,Potential Loyalists
891,362,5,26165.86,4,3,2,Potential Loyalists
494,360,8,26164.18,4,1,2,Potential Loyalists
1982,231,2,26091.02,3,4,2,Potential Loyalists
1826,224,2,26088.21,3,4,2,Potential Loyalists
1131,357,6,26081.06,4,2,2,Potential Loyalists
646,240,5,26039.74,3,3,2,Potential Loyalists
2288,144,2,26021.6,2,4,2,At Risk
1152,350,4,25989.3,4,3,2,Potential Loyalists
1353,81,7,25975.1,1,1,2,Lost Customers
2179,351,4,25941.18,4,3,2,Potential Loyalists
896,136,7,25927.8,2,2,2,Lost Customers
551,161,6,25911.24,2,2,2,Lost Customers
1748,170,4,25889.1,2,3,2,At Risk
1212,288,5,25836.87,3,3,2,Potential Loyalists
946,32,7,25834.85,1,1,2,Lost Customers
558,372,7,25814.25,5,2,2,Potential Loyalists
1210,43,4,25769.89,1,3,2,At Risk
2215,567,2,25758.41,5,5,2,Potential Loyalists
615,378,4,25717.87,5,3,2,Potential Loyalists
608,85,5,25701.93,1,2,2,Lost Customers
476,316,8,25668.52,4,1,2,Potential Loyalists
1274,86,7,25661.89,1,1,2,Lost Customers
1399,357,6,25656.55,4,2,2,Potential Loyalists
887,124,7,25645.97,1,2,2,Lost Customers
752,120,6,25614.94,1,2,2,Lost Customers
1939,474,2,25605.21,5,5,2,Potential Loyalists
1966,94,4,25592.85,1,3,2,At Risk
2559,453,3,25568.27,5,4,2,Potential Loyalists
1240,169,5,25563.47,2,2,2,Lost Customers
2399,284,4,25537.89,3,3,2,Potential Loyalists
444,324,4,25505.46,4,3,2,Potential Loyalists
584,424,6,25499.46,5,2,2,Potential Loyalists
757,254,7,25449.49,3,2,2,Potential Loyalists
691,244,8,25412.75,3,1,2,Potential Loyalists
